Claimed,Modified Date,Created Date,Created By,Logo,Name,Short description,Company size,Crunchbase,LinkedIn,Long description,Technical description,Website,Funding round,1 Founder Name,1 Founder Type,Key Features,CEO Name,Developer Help,Funding amount,Number of clients,N1 verified,Client,Demo,Profile completion,Date founded,Domain list,_id,2 Founder Name,3 Founder Name,2 Founder Type,3 Founder Type,Slug,4 Founder Type,4 Founder Name,Hidden,Claimed by,Policy list
,2024-07-25T11:52:32.285Z,2024-07-25T11:52:30.724Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721908338242x252021606952594920/matric.jpeg,Matic ,"Matic is a fintech company that provides an embedded property and casualty (P&C) insurance solution for mortgage originators, servicers, banks, and financial institutions.","1,001-5,000",https://www.crunchbase.com/organization/matic-insurance,https://www.linkedin.com/company/matic-insurance/,Matic is a leading embedded P&C insurance solution that helps customers save up to 20% on home and auto insurance by shopping multiple carriers. The company's unbiased platform matches customers with initial quotes based on their needs and allows them to compare pricing and coverage before choosing a policy. Matic's licensed advisors are available to assist customers throughout the process and provide ongoing support.,"Matic's technology platform enables financial institutions to seamlessly integrate insurance offerings into their customer experience. The company's API-based solution allows for real-time quoting, policy issuance, and claims management. Matic's platform is designed to be highly scalable and customizable to meet the specific needs of each partner.",https://matic.com/,Series B,Aaron Schiff,Founder,"•	Embedded Insurance: Matic's technology allows financial institutions to embed insurance offerings into their existing customer experience, providing a seamless and convenient solution for customers.
•	Real-Time Quoting: Matic's platform enables real-time quoting, allowing customers to receive personalized insurance quotes based on their specific needs.
•	Policy Issuance: Matic's technology supports the issuance of insurance policies directly through its platform, streamlining the process for customers and partners.
•	Claims Management: Matic's platform includes claims management capabilities, enabling customers to easily file and track claims through the company's digital interface.
•	Scalability: Matic's technology is designed to be highly scalable, allowing it to support the growing needs of its partners and customers.
•	Customization: Matic's platform is customizable, enabling financial institutions to tailor the insurance offerings to their specific brand and customer requirements.
",Benjamin Madick,,$54M,0,,,,,2013-12-31T19:30:00.000Z,,1721908350724x249580794840673630,Benjamin Madick,,Founder,,,,,,,
,2024-07-26T14:29:24.489Z,2024-07-25T11:58:09.658Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721908782008x321395013527223230/agtools_logo.jpg,Agtechtool,Agtechtools is a fintech platform that leverages data analytics to optimize agricultural supply chains and enhance market decision-making for producers and buyers.,11-50,https://www.crunchbase.com/organization/agtools,https://www.linkedin.com/company/agtools/?originalSubdomain=mx,"Agtechtools provides innovative solutions for the agricultural sector by offering data-driven insights that help stakeholders understand market dynamics, supply patterns, and performance metrics. The platform aims to improve profitability and efficiency in agricultural operations through advanced analytics.","Agtechtools employs sophisticated data analytics and market intelligence technologies to deliver actionable insights. The platform aggregates and analyzes data related to produce crops, enabling users to make informed decisions based on real-time market conditions and historical trends.",https://www.agtechtools.com/,Seed,Martha Montoya,CEO,"•	Market Data Analysis: Offers comprehensive market data on produce crops, allowing users to evaluate performance and identify correlations in the supply chain.
•	Decision Support Tools: Provides tools to modify strategies and go-to-market plans, enhancing returns for agricultural businesses.
•	Supply Chain Monitoring: Enables users to monitor supply patterns and market conditions, facilitating better supplier evaluations and assortment configurations.
•	Performance Evaluation: Helps users assess category performance and adjust merchandising strategies for improved profitability.
",Martha Montoya,,$3.7M,0,,,,,2016-12-31T19:31:00.000Z,,1721908689658x579585590356199300,Charles Harrison,,Founder,,,,,,,
,2024-07-25T11:59:44.162Z,2024-07-25T11:59:43.939Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721908570113x712760357493698300/meta.png,Metageo ,"Metageo revolutionizes 3D map data sharing, enabling easy access, collaboration, and integration across devices and sources.",1-10,https://www.crunchbase.com/organization/metageo,https://www.linkedin.com/company/metageo/," Metageo focuses on transforming the landscape of 3D map hosting, sharing, and collaboration. The platform addresses challenges in acquiring, combining, and hosting large datasets, making it easier for users to manage complex geographical information systems (GIS) and computer-aided design (CAD) software.","Metageo employs advanced technologies to facilitate the hosting and sharing of 3D map and scan data. The platform is designed to handle large datasets efficiently, allowing users to access and collaborate on 3D mapping projects seamlessly across various devices.
",https://metageo.io/,Seed,Paul Spaur,Founder,"•	Data Accessibility: Simplifies the process of finding and accessing 3D map data from multiple sources, reducing acquisition costs.
•	Integration Capabilities: Enables users to combine data from different origins, enhancing the richness and utility of 3D maps.
•	Scalability: Optimized for hosting large datasets, ensuring performance and reliability even under heavy computational demands.
•	User-Friendly Interface: Streamlines the use of GIS and CAD software, making it more accessible for users with varying levels of expertise.
",,,,0,,,,,2020-12-31T19:30:00.000Z,,1721908783939x286439026375415070,,,,,,,,,,
,2024-07-25T12:04:37.782Z,2024-07-25T12:04:37.091Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721909027911x727202171912969300/mulberri.jpeg,Mulberri ,Mulberri is a fintech company focused on providing an embedded insurance platform that leverages AI for streamlined underwriting and policy management.,11-50,https://www.crunchbase.com/organization/mulberri,https://www.linkedin.com/company/mulberri/,"Mulberri offers an innovative insurance technology platform that enables businesses to access customizable insurance solutions. It features an AI-powered Risk Engine for efficient underwriting, an Insurance Marketplace for diverse market access, and a self-service portal for easy policy administration, particularly targeting small and medium-sized businesses (SMBs) with affordable Cyber Liability Insurance.","Mulberri's technology integrates advanced AI algorithms to enhance the underwriting process, allowing for real-time risk assessment and policy customization. The platform supports an Insurance Marketplace that connects users to multiple insurance providers, facilitating competitive pricing and coverage options. Additionally, the self-service portal simplifies the management of insurance policies and Certificates of Insurance, streamlining operations for businesses.",https://mulberri.io/,Series A,Hamesh Chawla,CEO and Co-founder,"•	AI-Powered Risk Engine: Utilizes machine learning to analyze risk factors and automate underwriting decisions, improving efficiency and accuracy.
•	Insurance Marketplace: Provides access to a variety of insurance products from different carriers, enabling users to compare options and select the best fit for their needs.
•	Self-Service Portal: Empowers users to manage their insurance policies independently, including policy updates and Certificate of Insurance requests, reducing reliance on agent support.
•	Cyber Liability Focus: Specifically designed to make Cyber Liability Insurance accessible and affordable for small and medium-sized businesses, addressing a critical need in the market.
",Hamesh Chawla,,$17.5M,0,,,,,2020-12-31T19:30:00.000Z,,1721909077091x536336203447334660,,,,,,,,,,
,2024-07-25T12:12:37.637Z,2024-07-25T12:12:15.861Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721909395935x467740509126779000/para.jpeg,Parametrix ,"Parametrix is a fintech specializing in insurance solutions for cloud outages, providing coverage for lost revenues and third-party liabilities.",11-50,https://www.crunchbase.com/organization/parametrix,https://www.linkedin.com/company/parametrix-insurance/,"Parametrix offers innovative cloud insurance policies that protect businesses against financial losses due to outages on major cloud platforms like AWS, Azure, and GCP. Their coverage includes lost revenues, third-party liabilities, and other expenses, ensuring a seamless claims process supported by reputable insurance partners, including Lloyd's syndicates.","Parametrix utilizes advanced technology to monitor cloud services and automatically trigger claims in the event of outages. Their platform integrates with cloud infrastructure to provide real-time alerts and streamline the claims process, enhancing efficiency and reliability for clients.",https://www.parametrixinsurance.com/,Series A,Neta Rozy,Founder,"•	Real-time Monitoring: Parametrix continuously monitors cloud service performance to detect outages promptly, ensuring immediate response and support.
•	Seamless Claims Process: The platform automates claims handling, allowing for quick payouts based on pre-agreed terms, which enhances customer satisfaction.
•	Broad Coverage: Unlike traditional cyber insurance, Parametrix offers extensive coverage that includes various types of financial losses related to cloud outages, providing businesses with comprehensive protection.
•	Trusted Partnerships: Policies are backed by established insurance and reinsurance companies, ensuring financial stability and trustworthiness in claims handling.
",Yonatan Hatzor,,$27.5M,0,,,,,2018-12-31T19:30:00.000Z,,1721909535861x616671570990783300,Ori Cohen,Tamir Carmel,Founder,Founder,,Founder and CEO,Yonatan Hatzor,,,
,2024-07-25T12:19:50.106Z,2024-07-25T12:18:46.232Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721909763745x932479194666919800/planck.jpeg,Planck (Acquired by Applied Systems),Planck is a fintech company that leverages generative AI to enhance commercial insurance underwriting by providing actionable insights and improved risk assessment.,51-100,https://www.crunchbase.com/organization/planck-re,https://www.linkedin.com/company/planckdata/,"Planck specializes in transforming commercial insurance underwriting through advanced AI solutions. Their platform offers detailed business classifications, risk insights, and predictive analytics to empower underwriters in making informed decisions.","Planck utilizes generative AI (GenAI) to analyze vast datasets, providing underwriters with enhanced visibility into business risks. Their technology combines neural networks to identify patterns and trends, enabling accurate risk classification and assessment tailored to the needs of commercial insurance.",https://www.planckdata.com/,,Amir Cohen,Founder,"•	Generative AI Integration: Planck's platform employs GenAI to generate actionable insights and recommendations, streamlining the underwriting process.
•	Comprehensive Business Classifications: The technology supports multiple NAICS codes for businesses, ensuring a detailed understanding of the risk landscape.
•	Predictive Analytics: Planck offers predictive insights that help underwriters anticipate emerging risks and market trends.
•	Customizable Risk Definitions: Users can tailor the insights to align with their specific risk criteria, enhancing the relevance of the data provided.
•	Conversational AI Tools: The platform includes a chat interface allowing underwriters to ask specific questions and receive immediate, data-driven feedback, facilitating quicker decision-making.
",Elad Tsur,,$71M,0,,,,,2015-12-31T19:30:00.000Z,,1721909926232x691419805300832500,David Schapiro,Elad Tsur,Founder,Founder and CEO,,,,,,
,2024-07-25T12:27:05.496Z,2024-07-25T12:27:05.241Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721910358437x434376427918220740/asignio_logo.jpg,Asignio,"Unlock the next level of security with Asignio's web-based biometric authentication system. Say goodbye to the vulnerabilities of passwords and embrace a solution that combines the precision of handwriting recognition with the reliability of passive facial verification. Asignio not only fortifies your organization against fraud but also streamlines the login process, making it a breeze for users. Elevate your security and user experience with Asignio – the smart choice for modern authentication.",11-50,https://www.crunchbase.com/organization/asignio,https://www.linkedin.com/company/asignio/,"At Asignio, we are on a mission to reduce fraud and transform authentication for a safer digital future. Our innovative biometric technology offers a powerful alternative to traditional password-based systems, significantly reducing the risk of stolen-credential attacks. By prioritizing user convenience and cutting-edge security, we empower organizations to provide a seamless and secure authentication experience. Discover how Asignio can revolutionize your approach to authentication and join us in our mission to create a more secure digital world.","Asignio was formed to radically simplify and improve how we sign-in and authorize apps, websites, and services. Based on our proprietary signature/handwriting-based technology, the Asignio mobile authentication platform provides a quick, easy-to-use, and secure way for users to sign-in. A user's Asignio Signature can be any set of letters

(like their initials), symbols, or a drawing - easier to remember than a password, quick to draw on the mobile touch-screen, yet extremely difficult for others to reproduce. The Asignio platform increases security, lowers fraud risk, and significantly reduces support costs while providing consumers a better experience",https://www.web.asignio.com/,Non-equity Assistance,Kyle Rutherford,Founder and CEO,"•	Biometric Authentication
•	Passwordless Authentication.
•	Proprietary Signature System 
•	Multi-factor Authentication (MFA) potential
•	Handwriting Recognition
",Kyle Rutherford,,$2.2M,0,,,,,2012-12-31T19:31:00.000Z,,1721910425241x944886660459958200,,,,,,,,,,
,2024-07-26T14:34:20.385Z,2024-07-25T12:46:31.102Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721911586202x816872806753945500/capco_logo.jpg,Capco,"Capco, a Wipro company, is a global technology and management consultancy specializing in driving digital transformation in the financial services industry","1,001-5,000",https://www.crunchbase.com/organization/capco,https://www.linkedin.com/company/capco/,"Capco operates at the intersection of business and technology by combining innovative thinking with unrivalled industry knowledge to deliver end-to-end data-driven solutions and fast-track digital initiatives for banking and payments, capital markets, wealth and asset management, insurance, and the energy sector. Capco's cutting-edge ingenuity is brought to life through its Innovation Labs and award-winning Be Yourself At Work culture and diverse talent.","Capco offers practical solutions with a tailor-made approach to fit each client's problem, emphasizing building long-term strategic partnerships that foster collaboration and trust. The company provides a globally integrated service with offices in leading financial centers across the Americas, Europe and Asia Pacific.",https://www.capco.com/,Private Equity,Bhanu Kohli,CEO and Co-founder,"•	Innovative Thinking: Capco combines innovative thinking with industry knowledge to deliver cutting-edge solutions.
•	End-to-end Solutions: The company provides comprehensive, data-driven solutions to fast-track digital initiatives across various financial services sectors.
•	Strategic Partnerships: Capco focuses on building long-term strategic partnerships with clients, fostering collaboration and trust
",Bhanu Kohli,,"$80M
",0,,,,,1997-12-31T19:31:00.000Z,,1721911591102x857581031112414800,Rob Heyvaert,,Co-founder,,,,,,,
,2024-07-25T12:47:34.312Z,2024-07-25T12:47:00.115Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721910849795x442157154797723000/sureti.jpeg,Sureti,"Sureti is a fintech company that specializes in streamlining property claim payments, enhancing the experience for policyholders and contractors alike.",11-50,https://www.crunchbase.com/organization/sureti-corporation,https://www.linkedin.com/company/sureti/,"Sureti provides a comprehensive digital payment platform designed to eliminate inefficiencies in property claim payments, focusing on maximizing policyholder satisfaction and minimizing costs associated with traditional payment methods. The platform facilitates direct electronic deposits, multi-party endorsements, and offers a claims concierge service for enhanced support.",Sureti's technology integrates a digital payment system that simplifies the claims process by removing the need for paper checks and lenders. It employs geo-spatial image capture and an integrated chat feature to ensure transparency and real-time communication throughout the claims process.,https://sureti.com/,Convertible Note,Dan Smith,Founder,"•	Comprehensive Payment Platform: A centralized system that manages all aspects of claim payments, reducing the complexity and time involved in processing claims.
•	Digital Multi-party Endorsement: Allows multiple parties to endorse payments digitally, streamlining the approval process.
•	Claims Concierge Service: Provides dedicated support to policyholders, ensuring they receive timely assistance and information regarding their claims.
•	Geo-spatial Image Capture: Utilizes location-based technology to enhance documentation and validation of claims, improving accuracy and efficiency.
•	Integrated Chat Feature: Facilitates real-time communication between stakeholders, enhancing transparency and reducing confusion during the claims process.
",,,$3.3M,0,,,,,2020-04-05T19:30:00.000Z,,1721911620115x771125754123037400,Elliott Lipson,Sean Duffy,Founder,Founder,,Founder,Mark Whatley,,,
,2024-07-25T13:01:02.289Z,2024-07-25T13:01:01.253Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721912135244x821723442859806600/tensor.jpeg,Tensorflight ,"Tensorflight is a fintech company that utilizes AI and machine learning to enhance risk assessment in the insurance industry, optimizing costs and efficiency.",11-50,https://www.crunchbase.com/organization/tensorflight,https://www.linkedin.com/company/tensorflight/,"Tensorflight leverages advanced technology to predict insurance risks associated with properties. By utilizing real-time data and AI-driven insights, the company aims to streamline risk assessments, minimize costs, and improve profitability for insurers and reinsurers alike. Their approach helps prevent underinsurance and provides homeowners with adequate coverage.","Tensorflight employs artificial intelligence and machine learning algorithms to analyze vast datasets related to property risks. This technology allows for accurate predictions of potential insurance claims, significantly reducing the need for traditional, time-consuming inspections.",https://tensorflight.com/,Series A,Robert Kozikowski,Founder,"•	AI-Powered Risk Assessment: Utilizes machine learning to analyze data and predict potential risks, enhancing the accuracy of insurance assessments.
•	Real-Time Data Access: Provides immediate access to comprehensive property insights, enabling insurers to make informed decisions swiftly.
•	Cost Efficiency: Reduces operational costs associated with traditional inspection methods, allowing for more competitive pricing in insurance products.
•	Enhanced Portfolio Management: Empowers reinsurers to optimize their risk management strategies and improve overall portfolio performance through data-driven insights.
",Jesse Canella,,$6.9M,0,,,,,2016-09-30T19:31:00.000Z,,1721912461253x940241713080493400, Zbigniew Wojna,,Founder,,,,,,,
,2024-07-25T13:05:24.646Z,2024-07-25T13:05:24.226Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721912720819x205623859018534850/1686158248070.jpg,Crux Analytics,Crux Analytics is a fintech platform that enhances financial institutions' ability to engage with small businesses through hyper-local market analytics and actionable insights.,1-10,https://www.crunchbase.com/organization/crux-analytics,https://www.linkedin.com/company/cruxanalytics/,"Crux Analytics focuses on empowering financial institutions to better serve small businesses by providing them with tailored market insights. The platform enables banks and credit unions to identify opportunities, assess risks, and enhance customer engagement, ultimately driving growth and profitability.","Crux Analytics employs advanced data retrieval and analytics technologies to deliver real-time, contextual insights about small businesses. The platform aggregates relevant market data, analyzes it, and presents it in an easily digestible format, allowing financial institutions to make informed decisions quickly.",https://cruxanalytics.com,Seed,Jacob Bennett,CEO and Co-founder,"•	Hyper-local Analytics: Provides detailed insights specific to local markets, enabling financial institutions to understand the unique challenges and opportunities faced by small businesses in their area.
•	Actionable Insights: Transforms complex data into straightforward recommendations that financial institutions can act upon to enhance engagement and service delivery.
•	Risk Assessment: Identifies key market drivers of risk for small businesses, allowing institutions to proactively address potential issues and support their clients effectively.
",Jacob Bennett,,$750K,0,,,,,2023-01-01T05:31:00.000Z,,1721912724226x136414351341813900,Nathan Bennett,,CTO and Co-founder,,,,,,,
,2024-07-25T13:11:59.822Z,2024-07-25T13:11:58.387Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721912972765x984675868437204600/weatherpromise.jpeg,WeatherPromise ,"WeatherPromise offers automatic refunds for vacations disrupted by rain, ensuring travelers enjoy their experiences without weather-related worries.",11-50,https://www.crunchbase.com/organization/weatherpromise,https://www.linkedin.com/company/weatherpromise/,"WeatherPromise provides weather guarantees for outdoor experiences, automatically refunding customers if adverse weather conditions affect their trips. The company leverages actual weather data and technology to monitor conditions and ensure customer satisfaction. Their mission is to allow travelers to enjoy outdoor activities without the anxiety of unpredictable weather.","WeatherPromise utilizes advanced weather monitoring technologies, including satellite data, weather stations, and radar systems, to track real-time weather conditions at travel destinations. This data informs their personalized weather guarantees, which automatically trigger refunds if specified weather thresholds are exceeded.",https://www.weatherpromise.com/,,Daniel C. Price,Founder,"•	Real-time Weather Monitoring: Utilizes satellite and radar technology to provide accurate and timely weather updates for various locations.
•	Automated Refund Process: Automatically issues refunds to customers when weather conditions disrupt their planned activities, enhancing customer satisfaction.
•	Data-Driven Guarantees: Employs actual weather data from trusted sources like NASA and NOAA to craft personalized weather guarantees tailored to individual trips.
•	Global Coverage: Offers services across multiple countries, ensuring travelers worldwide can benefit from their weather guarantees.
",,,,0,,,,,2021-12-31T19:30:00.000Z,,1721913118387x627761532592909800,David Klemm,,Founder,,,,,,,
,2024-07-25T13:16:44.091Z,2024-07-25T13:16:43.597Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721913289339x119870607998612700/zesty.png,ZestyAI ,"Zesty AI is a fintech that leverages artificial intelligence to assess property values and risks, particularly in relation to climate-related factors.",51-100,https://www.crunchbase.com/organization/zesty-ai,,"Zesty AI provides innovative solutions for property risk assessment and valuation, using advanced AI algorithms to analyze various factors influencing property value and exposure to natural disasters. Their technology aims to enhance decision-making for insurers and real estate professionals.","Zesty AI employs machine learning and data analytics to evaluate properties comprehensively. Their platform integrates diverse datasets, including geographic, environmental, and economic information, to deliver insights on property risks and values.",https://zesty.ai/,Series B,Attila Toth,Founder,"•	AI-Driven Insights: Utilizes artificial intelligence to analyze multiple factors affecting property values and risks, offering precise evaluations.
•	Climate Risk Modeling: Develops models that assess the impact of climate change on property values, allowing for more informed decision-making regarding insurance and investment.
•	Property Insights: Provides detailed assessments of individual properties, enabling users to understand their true state and associated risks.
•	User Experience: Focuses on delivering a seamless digital experience for users, enhancing engagement and satisfaction through intuitive interfaces and clear data presentation.
",Attila Toth,,$56M,0,,,,,2014-12-31T19:30:00.000Z,,1721913403597x648947920848342100,Michael Ulin,,Founder,,,,,,,
,2024-07-26T07:29:34.712Z,2024-07-25T13:31:54.072Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721914192048x874080572000206500/1671754915204.jpg,FintechOne,FintechOne is a financial technology company that specializes in providing innovative lending solutions to help businesses access capital quickly and efficiently.,1-10,https://www.linkedin.com/company/fintechone/about/,https://www.linkedin.com/company/fintechone/,"FintechOne focuses on streamlining the lending process for small and medium-sized enterprises (SMEs) by leveraging technology to enhance credit assessment and approval times. The platform aims to improve access to financing for businesses that may struggle with traditional lending methods, fostering growth and economic development","FintechOne utilizes advanced algorithms and data analytics to evaluate creditworthiness and streamline the loan approval process. The platform integrates various data sources to provide a comprehensive view of a borrower's financial health, enabling faster and more accurate lending decisions.",https://fintechone.co/,,Cameron Naqui,CEO,"•	Automated Credit Assessment: Uses machine learning algorithms to analyze borrower data, reducing the time needed for credit evaluations and improving accuracy.
•	Real-time Decisioning: Enables instantaneous loan approvals by processing applications in real-time, enhancing the customer experience and facilitating quicker access to funds.
•	Data Integration: Aggregates data from multiple sources, including banking and financial records, to create a holistic view of borrower risk and potential.
•	User-friendly Interface: Designed with a focus on ease of use, allowing both borrowers and lenders to navigate the platform effortlessly and complete transactions smoothly.
",Cameron Naqui,,,0,,,,,2021-12-31T19:31:00.000Z,,1721914314072x314166561444120700,,,,,,,,,,
,2024-07-26T14:06:33.233Z,2024-07-26T08:05:53.197Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721979963948x701505862617794800/fundica_com_logo.jpg,Fundica,"Fundica is a fintech platform that helps businesses find and apply for relevant government funding and grants, streamlining the funding search process.",1-10,https://www.crunchbase.com/organization/fundica,https://www.linkedin.com/company/fundica-com/,"Fundica specializes in providing a funding search engine that enables business-support organizations, including financial institutions and accounting firms, to assist their clients in identifying and accessing government funding opportunities. The platform aims to facilitate business growth by simplifying the funding application process and enhancing client services.","Fundica employs a sophisticated funding search engine that aggregates various government funding programs and grants. The platform is designed to be user-friendly, allowing businesses to easily navigate and apply for funding without the need for complex IT integrations. It also emphasizes security, ensuring that user data is protected with bank-level security measures.",https://www.fundica.com/,,Mike Lee,CEO and Co-founder,"•	Funding Search Engine: A robust tool that allows users to find relevant government funding and grants tailored to their specific business needs.
•	User-friendly Interface: Designed for ease of use, enabling businesses to navigate the platform effortlessly and complete applications with minimal hassle.
•	No IT Integration Needed: Offers out-of-the-box solutions that require no additional IT setup, making it accessible for a wide range of organizations.
•	Data Security: Implements bank-level security protocols to protect sensitive user information during the funding search and application process.
",Mike Lee,,,0,,,,,,,1721981153197x278365974333287800,,,,,,,,,,
,2024-07-31T15:20:12.353Z,2024-07-26T08:55:12.028Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721983957544x132006750337927860/lenders_cooperative_logo.jpg,Lenders Cooperative,Lenders Cooperative is a fintech platform designed to optimize loan origination and servicing for community lenders through advanced technology and expert support.,,https://www.crunchbase.com/organization/lenders-cooperative,https://www.linkedin.com/company/lenders-cooperative/about/,"Lenders Cooperative focuses on enhancing the loan processing experience for banks and credit unions by providing a comprehensive Loan Origination System (LOS). The platform aims to streamline operations, empower community lenders, and navigate regulatory challenges, ultimately improving efficiency and customer service in the lending process.","Lenders Cooperative's technology integrates a robust Loan Origination System that is specifically tailored for bankers. This system enhances traditional loan processing by automating workflows, improving data management, and providing real-time insights, allowing lenders to make informed decisions quickly.",https://www.lenderscooperative.com/,,Cary Cooper,Founder and CEO,"•	Optimized Loan Processing: Streamlines the entire loan lifecycle from application to funding, reducing turnaround times and increasing operational efficiency.
•	Technology Integration: Leverages advanced technology to connect various aspects of the lending process, ensuring seamless communication and data flow between stakeholders.
•	Regulatory Compliance: Provides tools and resources to help lenders navigate complex regulations, ensuring compliance and reducing the risk of penalties.
",Cary Cooper,,100,0,,,,,2018-12-31T19:31:00.000Z,,1721984112028x732405099209025700,,,,,,,,,,
,2024-07-26T09:30:37.881Z,2024-07-26T09:30:37.508Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721986231437x984386390691816400/duncan_williams_inc_logo.jpg,SouthState Correspondent,"SouthState Correspondent is a fintech division that provides innovative solutions and support to community financial institutions, enhancing their competitive edge in the market.","1,001-5,000",https://www.crunchbase.com/organization/southstate-correspondent-division,https://www.linkedin.com/company/southstate-bank-correspondent-division/,"SouthState Correspondent focuses on empowering community banks and financial institutions by offering a range of services, including loan pricing models, debt capital markets, and cash management solutions. The division aims to help these institutions optimize their operations and profitability while navigating the complexities of the financial landscape.","SouthState Correspondent leverages advanced financial technologies to deliver tailored solutions for community banks. The platform integrates data analytics and market insights to enhance decision-making processes, improve loan pricing strategies, and streamline operations.",https://southstatecorrespondent.com/,,Robert Browne,Founder and CEO,,Robert Browne,,,0,,,,,,,1721986237508x995210154911607000,Tommy Maloney,,Founder,,,,,,,
,2024-07-26T09:52:36.781Z,2024-07-26T09:52:35.395Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721987330996x960997142695196800/temenos_logo.jpg,Temenos,"Temenos is a leading provider of cloud-native, API-first digital banking solutions that empower financial institutions to deliver innovative services and drive growth.","501-1,000",https://www.crunchbase.com/organization/temenos,https://www.linkedin.com/company/temenos/,"Temenos Group AG is the market leading provider of banking software systems to retail, corporate, universal, private, Islamic and microfinance & community banks. Headquartered in Geneva with 68 offices worldwide, Temenos serves over 1,000 financial institutions in more than 125 countries across the world.","Temenos' solutions are built on a cloud-native, API-first architecture, enabling banks to rapidly innovate and deliver new services. The platform leverages advanced technologies such as artificial intelligence, machine learning, and big data analytics to optimize operations, enhance customer experience, and drive business growth.",https://www.temenos.com/,Post-IPO Equity,Moinul Islam,Founder and CEO,"•	Cloud-native: Temenos' solutions are designed to run natively on cloud infrastructure, providing scalability, resilience, and cost-efficiency for financial institutions.
•	API-first: The platform offers a rich set of APIs that facilitate seamless integration with third-party systems and enable the creation of innovative banking services.
•	Artificial Intelligence: Temenos leverages AI and machine learning to automate processes, personalize customer interactions, and make data-driven decisions.
•	Big Data Analytics: The platform collects and analyzes vast amounts of data to provide actionable insights, identify new opportunities, and mitigate risks.
",,,CHF200M,0,,,,,1993-01-01T05:31:00.000Z,,1721987555395x426798223228581600,George Koukis,,Founder,,,,,,,
,2024-07-26T10:19:26.754Z,2024-07-26T10:19:26.223Z,admin_user_nayaone-compass_test,//5a5b99b0f32986bf94851af0e30fa7d7.cdn.bubble.io/f1721988977981x732120676466447600/vertical_iq_logo.jpg,Vertical IQ,"Vertical IQ is a nationally recognized leader in Industry Intelligence. Our easy-to-digest industry insights were created by bankers for bankers to save call preparation time and help differentiate you from the competition. Build valuable, stronger relationships and sales through actionable, convenient, and focused Industry Intelligence covering more than 97% of the US Economy and Canada.",1-10,https://www.crunchbase.com/organization/vertical-iq,https://www.linkedin.com/company/vertical-iq/,"Headquartered in Raleigh, N.C., Vertical IQ is a nationally recognized leader in Industry Intelligence. Whether they’re pitching a local brewery or a national biotech, successful sales, marketing, and customer success teams use Vertical IQ to better understand a prospect’s or customer’s business challenges before, during, and after meetings. Covering more than 540 distinct industries, 3,400 local economies, and more than 97 percent of the U.S. economy, Vertical IQ equips users with the confidence and credibility to make memorable first impressions and sustain enduring relationships. Learn more about how Readiness Wins at VerticalIQ.com.","Vertical IQ's industry intelligence platform leverages advanced data analytics and research capabilities to provide easy-to-digest insights that save call preparation time and help differentiate financial institutions from the competition. The platform delivers convenient access to focused data, enabling bankers to have smarter conversations and make more informed decisions.",https://verticaliq.com/,,Bill Walker,Co-founder,"•	Comprehensive Coverage: Provides industry intelligence for over 97% of the U.S. economy, ensuring that financial institutions have access to a wide range of relevant data.
•	Actionable Insights: Transforms complex industry data into actionable intelligence that can be directly applied to sales and relationship-building efforts.
•	Timely Updates: Regularly updates industry insights to ensure that financial institutions have access to the most current information, helping them plan for and adapt to changing market conditions
",Bobby Martin,,,0,,,,,2009-12-31T19:31:00.000Z,,1721989166223x503070073940238700,Bobby Martin,Susan Bell,CEO and Co-founder,Co-founder,,,,,,
